movie_id,person_id,character
338766,164094,Debbie Howard
804095,1812,Mitzi Fabelman
804095,19274,Benny Loewy
930564,2034418,Felix Catton
930564,10882,Elspeth Catton
614560,64,Herman Mankiewicz
614560,71070,Marion Davies
614560,207442,Joseph Mankiewicz
60935,17628,Kate Lloyd
60935,33192,Sam Carter
956,500,Ethan Hunt
956,11705,Julia
1581,6941,Amanda Woods
1581,204,Iris Simpkins
1581,70851,Miles Dumont
329996,72466,Holt Farrier
329996,2232,V. A. Vandevere
329996,10912,Colette Marchant
299687,56734,"Cassiopeia ""Cassie"" Sullivan"
68724,1892,Max
68724,1038,Delacourt
68724,52583,Spider
969492,934,Reaper
526896,1371297,Martine Bancroft
1160956,18897,Jackie
49730,71070,Valerie
49730,64,Father Soloman
420814,3061,Christopher Robin
8960,2888,John Hancock
8960,6885,Mary
8960,23532,Ray
43347,131,Jamie Randall
43347,1813,Maggie Murdock
980026,1019,Ludvig Kahlen
389015,234352,Tonya
7551,5292,Doug Carlin
500916,2963,Frank Walsh
500916,10696,Dr. Ellen Taylor
41154,2888,Agent J
41154,2176,Agent K
41154,16851,Young Agent K
41154,55936,Boris The Animal
41154,7056,Agent O
41154,72873,Griffin
44264,130640,Mattie Ross
44264,1892,LaBoeuf
44264,16851,Tom Chaney
407451,368,Mrs. Whatsit
211672,18277,Scarlet Overkill (voice)
211672,65717,Herb Overkill (voice)
211672,2232,Walter Nelson (voice)
44826,2282,Georges Méliès
44826,56734,Isabelle
32856,51329,Holden Wilson
32856,56731,Morley Clarkson
32856,10860,Kara Monahan
71880,19292,Jack / Jill
71880,1158,Al Pacino
71880,3897,Erin
71880,239574,Felipe / Felipe's Grandma
534490,78110,Cain Burgess
12244,109,#9 (voice)
12244,6161,#7 (voice)
116149,477,Mrs. Bird
420821,62861,Dale (voice)
138103,16483,Barney Ross
138103,976,Lee Christmas
138103,3,Max Drummer
138103,1100,Trench
138103,2461,Conrad Stonebanks
13483,56731,Sam Lockwood
9693,1231,Julian
9693,3895,Jasper
63311,3131,Dr. Robert Ledgard
1008409,86654,Benny
1008409,2524,Johnny
536437,880,Danny Rourke
264644,3905,Robert
675445,80602,Gus (voice)
246403,15033,Wallace Bryton
246403,589162,Ally Leon
246403,85,Guy Lapointe
19901,569,Edward Dalton
19901,5293,Lionel 'Elvis' Cormac
39538,1892,Mitch Emhoff
39538,204,Erin Mears
76757,38673,Caine Wise
76757,18973,Jupiter Jones
58574,3223,Sherlock Holmes
58574,53714,Irene Adler
587807,56734,Kayla Forrester
587807,454,Terence Mendoza
171274,73421,"Larry ""Doc"" Sportello"
171274,16851,"Lt. Det. Christian F. ""Bigfoot"" Bjornsen"
171274,887,Coy Harlingen
171274,368,Deputy D.A. Penny Kimball
171274,1121,"Sauncho Smilax, Esq."
159824,19292,Dracula (voice)
159824,62861,Johnny Loughran (voice)
159824,32895,Frankenstein (voice)
14574,21657,Mother
14574,11207,Father
14574,36669,Lieutenant Kotler
399035,3896,Michael MacCauley
399035,17178,Alex Murphy
399035,21657,Joanna
6637,2963,Benjamin Franklin Gates
6637,9824,Abigail Chase
6637,228,Mitch Wilkinson
6637,15735,Emily Appleton
539537,454,Mr. Roarke
431693,2888,Lance Sterling (voice)
431693,1136406,Walter Beckett (voice)
739405,976,Orson
739405,119592,Sarah
9297,57191,Chowder (voice)
9297,1579,Zee (voice)
9297,32895,Officer Landers (voice)
86834,934,Noah
86834,6161,Naameh
86834,4173,Methuselah
86834,10990,Ila
86834,33235,Ham
27581,23659,Detective Allen Gamble
27581,13240,Detective Terry Hoitz
27581,2232,Captain Gene Mauch
109424,31,Captain Richard Phillips
340102,1448222,Samuel Guthrie
340102,1181313,Rahne Sinclair
340102,1397778,Illyana Rasputin
175574,887,Reggie (voice)
175574,57755,Jake (voice)
501170,3061,Danny Torrance
501170,933238,Rose the Hat
501170,42376,Crow Daddy
13027,10959,Jerry Shaw
13027,11705,Rachel Holloman
72545,18918,Hank Parsons
72545,27972,Sean Anderson
72545,40481,Gabato Laguatan
72545,3895,Alexander Anderson
20662,934,Robin Longstride
20662,112,Marion Loxley
20662,25072,Prince John
39513,19274,Paul (voice)
39513,23532,Special Agent Lorenzo Zoil
484247,84223,Stephanie Smothers
484247,36669,Dennis Nylon
484247,1817,Diana Hyland
1153714,22226,Elliot
1153714,974169,Ridley
1153714,93491,Shepard
446893,84223,Poppy (voice)
49797,25002,Kim Soo-hyeon
107846,16483,Ray Breslin
107846,1100,Emil Rottmayer
50780,2461,Walter Black
50780,1038,Meredith Black
50780,72129,Norah
4638,388,Inspector Frank Butterman
73935,78080,Stacy
9907,32895,Otis (voice)
9907,14405,Daisy (voice)
9907,16431,Ben (voice)
9907,1533,Etta (voice)
238713,9827,Raina Boyanov
238713,976,Rick Ford
459910,117642,Joe Braven
459910,32747,Linden
459910,42376,Hallett
492188,1245,Nicole Barber
492188,4784,Nora Fanshaw
300669,32747,The Blind Man
132232,83002,Annabel
131634,72129,Katniss Everdeen
131634,27972,Peeta Mellark
131634,57755,Haymitch Abernathy
131634,9281,Effie Trinket
131634,1231,President Alma Coin
395990,62,Paul Kersey
395990,7132,Frank Kersey
188161,52139,Albert
188161,6885,Anna
188161,71070,Louise
188161,3896,Clinch
188161,1771,Edward
23759,18182,Etain
752623,18277,Loretta Sage / Angela
752623,38673,Alan / Dash
752623,10980,Abigail Fairfax
752623,287,Jack Trainer
524369,21657,Livia Soprano
181283,2524,Leo Demidov
181283,64,General Mikhail Nesterov
147441,3894,Moses
147441,33192,Ramses II
147441,2282,Nun
147441,1241,Sethos I
147441,229932,Nefertari
646389,17276,Brodie Torrance
646389,3417,Scarsdale
7518,62,RJ (voice)
7518,4495,Hammy (voice)
7518,1733,Vincent (voice)
1106739,3292,Justin Kemp
1106739,18999,Harold
37834,500,Roy Miller
37834,6941,June Havens
37834,19492,CIA Director Isabel George
400160,6384,Sage
400160,6574,Mr. Krabs (voice)
19912,94423,Lori
718032,2228,Jack Holden
718032,2887,Rex Blau
718032,51329,Jon Peters
718032,227564,Joel Wachs
38543,51072,Lady Isabel
38543,1248,Albany
899112,35029,Santa
899112,5723,Scrooge
463272,10730,Johnny English
463272,18182,Ophelia Bhulatova
463272,18025,Bough
463272,7056,Prime Minister
677179,135651,Adonis Creed
677179,62561,Bianca Creed
452832,10297,Baker Dill
452832,1813,Karen Zariakas
452832,2882,Constance
1427,4483,Giuseppe Baldini
87502,5292,Whip Whitaker
87502,17521,Nicole
87502,1230,Harling Mays
314365,103,Michael Rezendes
314365,2232,Walter 'Robby' Robinson
314365,53714,Sacha Pfeiffer
399404,64,Winston Churchill
399404,1016168,Elizabeth Layton
290250,934,Jackson Healy
290250,30614,Holland March
290250,66743,John Boy
290250,1392137,Amelia Kuttner
290250,60033,Tally
974453,3896,Thug
974453,2372,Charlie Conner
399174,17419,Chief (voice)
399174,819,Rex (voice)
9530,2157,Bob Munro
9530,27972,Carl Munro
88751,18269,Trevor Anderson
88751,27972,Sean Anderson
1230368,1115,Douglas Springsteen
338967,57755,Tallahassee
338967,44735,Columbus
338967,54693,Wichita
305470,17419,Zordon
12783,116,"Georgiana Cavendish, Duchess of Devonshire"
12783,5469,Duke of Devonshire
256591,2888,Nicky Spurgeon
256591,234352,Jess Barrett
617653,1892,Sir Jean de Carrouges
617653,880,Pierre d'Alençon
14113,14405,Marsha Holloway
14113,51072,Summer Jones / Wonder
22787,3967,Carrie Stetko
22787,4139,Dr. John Fury
1079091,88675,Ryle Kincaid
1079091,1855143,Atlas Corrigan
68728,17051,Oz
68728,18973,Theodora / Wicked Witch of the West
68728,3293,Evanora
68728,1812,Annie / Glinda
68728,5367,Frank / Finley
103663,1019,Lucas
619730,1373737,Alice
619730,1052109,Jack
619730,59315,Bunny
619730,97576,Shelley
491418,13240,Pete Wagner
491418,9827,Ellie Wagner
491418,1428070,Elizabeth “Lizzy” Viara
227159,23532,Nick Hendricks
227159,95101,Dale Arbus
227159,4491,Julia Harris
227159,27319,Bert Hanson
620725,9827,Jexi (voice)
620725,454,Kai
9836,109,Mumble (voice)
9836,2157,Ramon / Lovelace (voice)
9836,6968,Memphis (voice)
9836,2227,Norma Jean (voice)
446807,39189,Frans Balder
446021,1700685,Miles Miller
446021,118545,Emily Summerspring
446021,65717,Laramie Seymour Sullivan / Dwight Broadbeck
277216,83860,MC Ren
1372,6193,Danny Archer
1372,6161,Maddy Bowen
60599,1205,Robert Miller
60599,77277,Jimmy Grant
59859,27428,Dave Lizewski / Kick-Ass
59859,56734,Mindy Macready / Hit Girl
59859,206,Colonel Stars and Stripes
59859,20508,Uncle Ralph
71676,2963,Johnny Blaze / Ghost Rider
71676,8785,Roarke
71676,17605,Moreau
1249213,1028899,Violet
1249213,1855143,Henry
80278,3061,Henry Bennett
80278,1136406,Lucas Bennett
203801,73968,Napoleon Solo
203801,227454,Gaby Teller
646207,3896,Mike McCann
11619,6968,Roddy (voice)
11619,204,Rita (voice)
11619,1327,The Toad (voice)
11619,2440,Whitey (voice)
11619,1333,Spike (voice)
37735,54693,Olive
184345,56824,Megan
310307,2232,Ray Kroc
310307,1817,Joan Smith
310307,4784,Ethel Kroc
22825,6941,Norma Lewis
22825,11006,Arthur Lewis
346672,3967,Selene
346672,587020,David
44912,10859,Hal Jordan / Green Lantern
635731,2963,Rob Feld
1072342,2333351,Izzy Waller
58233,10730,Johnny English
58233,12214,Pamela
58233,10882,Kate
58233,206919,Tucker
34544,3896,Hannibal
34544,51329,Face
34544,10860,Charisa Sosa
34544,17178,Lynch
172385,44735,Blu (voice)
172385,1813,Jewel (voice)
172385,134,Nico (voice)
172385,41087,Linda (voice)
123553,83356,Jace Wayland
123553,17286,Jocelyn Fray
481084,25072,Gomez Addams (voice)
481084,6885,Morticia Addams (voice)
481084,56734,Wednesday Addams (voice)
481084,1442069,Pugsley Addams (voice)
481084,19767,Cousin Itt (voice)
41630,524,Emma Kurtzman
41630,45400,Patrice
41630,25703,Lucy
559907,76788,Gawain
559907,227454,Lady / Essel
559907,33192,Lord
294254,527393,Thomas
294254,25663,Newt
20453,52763,"Ranchoddas ""Rancho"" Chanchad"
20453,37233,Pia Sahastrabudhhe
33217,18324,Frank Heffley
33217,56734,Angie Steadman
201085,83002,Lady Lucille Sharpe
201085,91606,Sir Thomas Sharpe
201085,56365,Dr. Alan McMichael
117263,17276,Mike Banning
117263,192,Alan Trumbull
291870,380,Dick Kelly
291870,29222,Jason Kelly
291870,119592,Lenore
87516,16851,Joe Doucett
87516,550843,Marie Sebastian
87516,2231,Chaney
254470,84223,Beca Mitchell
254470,130640,Emily Junk
531309,9281,Tori Breyer
258489,27319,Captain Leon Rom
258489,2231,George Washington Williams
258489,234352,Jane Porter
258489,388,Prime Minister
12222,206,Horton (voice)
12222,4495,Mayor (voice)
12222,19274,Morton (voice)
46529,18082,Henri Smith
332210,62861,Junior (voice)
332210,7090,Hunter (voice)
332210,4491,Sarah Gardner (voice)
721625,1331457,Sara
513310,2461,Colonel Clive Ventor
59440,33192,Brendan Conlon
59440,2524,Tommy Conlon
59440,1733,Paddy Conlon
6972,2227,Lady Sarah Ashley
6972,6968,The Drover
45132,27578,Libby
45132,4724,Jacques
512,1245,Sondra Pransky
512,1243,Sid Waterman
512,6968,Peter Lyman
512,6972,Joe Strombel
512,4391,Mr. Malcolm
429351,74568,Mitch Nelson
429351,454,Sam Diller
298,1461,Danny Ocean
298,287,Rusty Ryan
298,1158,Willy Bank
298,1892,Linus Caldwell
18823,65731,Perseus
18823,59620,Io
18823,1019,Draco
18823,5469,Hades
187017,21007,Schmidt
187017,38673,Jenko
334543,76788,Saroo Brierley
334543,2227,Sue Brierley
522162,17178,Rear Admiral Edwin T. Layton
522162,57755,Admiral Chester W. Nimitz
760926,29222,Virgil
760926,75711,Keith
1272,2037,Capa
1272,9827,Cassie
1272,16828,Mace
1272,1620,Corazon
1285965,1499908,Zephyr
390043,10859,Michael Bryce
390043,2231,Darius Kincaid
390043,64,Vladislav Dukhovich
390043,3136,Sonia Kincaid
390043,78147,Amelia Roussel
21208,21657,Kate
901362,84223,Poppy (voice)
9286,17628,Wendy Christensen
400650,5081,Mary Poppins
698508,10696,Duchess
698508,19961,Mae
345938,65731,Mack Phillips
136799,84223,Poppy (voice)
136799,11664,Bridget (voice)
13252,2231,Tom Cutler
13252,228,Eddie Lorenzo
13252,40481,Det. Jim Vargas
13252,74688,Rose Cutler
316002,10860,Alice Eckle
316002,131,Howard Birdwell
316002,11006,Scott
82675,3896,Bryan Mills
82675,10696,Lenore St. John
517412,569,Nikola Tesla
44835,24045,Hesher
44835,524,Nicole
856289,143358,Ji Chang
856289,128026,Jiang Ziya
338762,12835,Ray Garrison / Bloodshot
338762,1222992,KT
338762,66441,Gina Garrison
570670,83860,James Lanier
614934,86654,Elvis Presley
614934,31,Colonel Tom Parker
913290,15033,AJ
913290,137905,Keith
35019,7056,Nanny McPhee
258230,10205,Grandma
579047,6968,Nicolas 'Nick' Bannister
579047,933238,Mae
38234,78110,Yuri Boyka
1149504,1392137,Honey O'Donahue
1149504,119592,MG Falcone
1149504,16828,Reverend Drew Devlin
44048,5292,Frank Barnes
602734,2632,Detective Zeke Banks
602734,2231,Marcus Banks
158015,569,James Sandin
158015,17286,Mary Sandin
406759,4587,Jocinda Fowler
406759,17178,Brian Harper
406759,454,Tom Lopez
242042,18999,Dr. Bertleman
2270,6194,Yvaine
2270,380,Captain Shakespeare
796499,16808,Ludwig Dieter
796499,1251069,Gwendoline
14191,34847,Claire Brown
515195,1016168,Ellie Appleton
51828,1813,Emma Morley
419680,23659,Brad
419680,13240,Dusty
419680,2461,Kurt
419680,1817,Sara
574060,17286,Scarlet
574060,1620,Florence
424139,8944,Laurie Strode
76726,122889,Andrew Detmer
76726,135651,Steve Montgomery
116711,72466,Ronin (voice)
116711,71070,Mary Katherine (M.K.) (voice)
116711,27319,Mandrake (voice)
116711,27972,Nod (voice)
116711,86626,Mub (voice)
107985,10882,Sam Chamberlain
437342,4391,Father Harris
77931,2039,Victor Doyle
414419,139,The Bride / Beatrix Kiddo (Black Mamba) / Mommy
414419,140,O-Ren Ishii (Cottonmouth)
9339,19292,Michael Newman
9339,3967,Donna Newman
763285,131,Danny Sharp
763285,1222992,Cam Thompson
309809,53714,The Mother (voice)
309809,17051,The Fox (voice)
949423,1137824,Pearl
499701,1428070,Dora
499701,239574,Alejandro Gutierrez
499701,454,Cole - Dora's Father
44113,380,Jack
44113,819,Stone
44113,63,Lucetta
381289,928906,Elizabeth - Ethan's Mom
313297,6885,Monkey / Mother (voice)
8204,1281,Jared Grace / Simon Grace
8204,1733,Mulgarath
39486,2882,Penny Chenery
39486,6949,Lucien Laurin
109451,1772,Sam Sparks (voice)
109451,62861,Brent McHale (voice)
189,56731,Nancy
189,62,Hartigan
189,16851,Dwight
189,24045,Johnny
189,10912,Ava
328387,34847,Vee Delmonico
328387,54697,Ian
391713,1190668,Kyle Sheible
12201,2461,Craven
616820,8944,Laurie
446354,5064,Kay Graham
446354,31,Ben Bradlee
446354,59410,Ben Bagdikian
9408,10959,Cody Maverick (voice)
9408,11664,Lani Aliikai (voice)
39053,21007,Cyrus Fawcett
39053,3141,Molly Fawcett
468224,3292,J.R.R. Tolkien
267935,55936,Fleshlumpeater
76493,2282,Tamir
76493,1772,Zoey
76493,81840,Maroush
27582,976,Arthur Bishop
27582,3417,Dean Sanderson
1136867,118545,Lucy
1136867,16828,John
1136867,1253360,Harry
1136867,164094,Violet
1082195,3292,Robert Jay Mathews
1082195,59017,Joanne Carney
400928,16828,Frank Adler
400928,1172108,Mary Adler
10074,62861,Rod Kimble
10074,62863,Kevin Powell
10074,52848,Denise
339988,10990,Mae Holland
339988,31,Eamon Bailey
503919,11288,Thomas Howard
503919,5293,Thomas Wake
267860,17276,Mike Banning
267860,192,Alan Trumbull
1100099,37625,Tobias Durand
1100099,1373737,Almut Brühl
3489,1158,Dr. Jack Gramm
3489,22290,Lauren Douglas
3489,15851,Shelly Barnes
592831,1251069,Julia Cicero
592831,119592,Wow Platinum
592831,10959,Clodio Pulcher
232672,19292,Jim
232672,69597,Lauren
539681,18918,Krypto the Superdog / Anubis / Black Adam (voice)
539681,55638,Ace the Bat-Hound (voice)
539681,17697,Clark Kent / Superman (voice)
539681,6384,Bruce Wayne / Batman (voice)
256961,32895,Paul Blart
256961,2203,Vincent Sofel
256961,72968,Eduardo Furtillo
302699,18918,Bob Stone
302699,55638,Calvin Joyner
302699,23532,Trevor
103731,10297,Mud
103731,368,Juniper
19724,776,Evan Danielson
259695,880,Joe Coughlin
259695,18050,Loretta Figgis
259695,2039,Thomas Coughlin
259695,8691,Graciella Suarez
399057,72466,Steven Murphy
399057,2227,Anna Murphy
34016,59860,Molly McCleish
13811,2963,John Koestler
13811,9827,Diana Wayland
16871,15033,Clay Dalton
52449,6941,Elizabeth Halsey
381719,9827,Beatrix 'Bea' Potter / Jemima Puddle-Duck (voice)
381719,93210,Thomas McGregor / Mr. Jeremy Fisher (voice)
381719,234352,Flopsy Rabbit / Narrator (voice)
26428,3293,Hypatia
26428,25072,Orestes
339967,1813,Gloria
339967,1462,Garth
1948,976,Chev
412656,1136406,Todd Hewitt
412656,1019,Mayor David Prentiss
799583,73968,Gus March-Phillips
799583,1222992,Marjorie Stewart
799583,64295,Anders Lassen
80274,130640,Petra Arkanian
80274,3,Colonel Hyrum Graff
80274,19492,Major Gwen Anderson
80274,2282,Mazer Rackham
117251,38673,Cale
117251,134,President Sawyer
117251,1579,Finnerty
117251,125025,Emily
4523,9273,Giselle
4523,11006,Prince Edward
4257,1772,Cindy Campbell
4257,7633,President Baxter Harris
100042,206,Lloyd Christmas
37686,18050,Alice Dainard
83666,62,Captain Sharp
83666,819,Scout Master Ward
74465,1892,Benjamin Mee
74465,1245,Kelly Foster
30618,3416,Alexandra
30618,57755,The Bartender
30618,2372,Nicola
366668,1397778,Marla
129670,6905,Woody Grant
129670,59410,Ross Grant
75638,2037,Tom Buckley
75638,10205,Margaret Matheson
75638,380,Simon Silver
75638,550843,Sally Owen
369885,287,Max Vatan
2309,18269,Mo 'Silvertongue' Folchart
2309,1333,Capricorn
2309,388,Fenoglio
668482,7056,Agatha Trunchbull
668482,1115,Mr. Wormwood
227700,1248,Sebastian
227700,13363,Michelle Greene
230179,2231,US President William Alan Moore
354279,1136517,Half-Oracle (voice)
354279,54645,Nemeny Neverwish (voice)
458423,1016168,Young Donna Sheridan
458423,71070,Sophie Sheridan
458423,5064,Donna Sheridan-Carmichael
458423,1271,Señor Fernando Cienfuegos
458423,477,Rosie Mulligan
371638,54697,Greg / 'Mark'
371638,17051,Tommy / 'Johnny'
371638,19274,Sandy
109439,51329,Phil Wenneck
109439,58225,Alan Garner
109439,1230,Marshall
556678,1397778,Emma Woodhouse
556678,1371041,Frank Churchill
556678,1137824,Harriet Smith
68730,37625,Rodrigues
68730,3896,Ferreira
68730,8785,Father Valignano
157845,11288,Rey
157845,75711,Sgt. Rickofferson
11802,62861,Ham III (voice)
11802,9657,Titan (voice)
301337,1892,Paul Safranek
301337,27319,Dusan Mirkovic
294963,6856,Sheriff Franklin Hunt
294963,17178,Arthur O'Dwyer
406563,2128,Specs
604685,17276,Nicholas 'Big Nick' O'Brien
59436,887,Gil
59436,53714,Inez
59436,3490,Salvador Dalí
293863,3,William Jones
293863,9560,Flemming
516329,88124,Paul Meadows
438650,3896,Nels Coxman
438650,4784,Grace Coxman
10184,15033,Alex
10184,4491,Beth Murphy
10184,880,Neil
10184,6161,Janine Gunders
10184,51329,Ben Gunders
796185,10912,Milady
796185,16269,Louis XIII
453405,2888,Henry Brogen / Junior
453405,17628,Danny Zakarweski
453405,30082,Baron
2359,17087,Self
308504,192,Bartok
613504,1753914,Tessa Young
23398,15033,Alvin (voice)
330483,109513,Monica
330483,11824,Ryan McCarthy
744275,1753914,Tessa Young
60304,17604,Hansel
60304,59620,Gretel
60304,10696,Muriel
2698,4495,Evan Baxter
2698,192,God
456740,35029,Hellboy / Anung Un Rama
456740,63,"Vivienne Nimue, the Blood Queen"
456740,6972,"Trevor ""Broom"" Bruttenholm"
77950,10859,Turbo (voice)
77950,454,Tito (voice)
77950,2231,Whiplash (voice)
77950,40481,Angelo (voice)
353616,84223,Beca Mitchell
353616,130640,Emily Junk
353616,9281,Gail
578701,11701,Hannah Faber
578701,19498,Ethan Sawyer
578701,3292,Patrick Blackwell
578701,49735,Jack Blackwell
578701,4177,Owen Casserly
68737,1231,Mother Malkin
68737,227454,Alice Deane
68737,239019,"William ""Billy"" Bradley"
630004,1281,Thom
243688,6807,Eric Bowen
243688,1043693,Griffin Bowen
31299,11288,Salvador Dalí
205584,17276,Set
205584,78147,Hathor
415842,527393,Mitch Rapp
415842,2232,Stan Hurley
415842,78110,Victor
58595,37917,Snow White
58595,74568,The Huntsman
58595,6885,Queen Ravenna
58595,237455,William
58595,6972,Beith
222935,4784,Frannie Lancaster
222935,5293,Peter van Houten
97370,1245,
22947,1461,Ryan Bingham
22947,21657,Alex Goran
22947,84223,Natalie Keener
22947,16431,Maynard Finch
22947,23532,Craig Gregory
98357,13240,Billy Taggart
98357,934,Nicholas Hostetler
98357,1922,Cathleen Hostetler
98357,2954,Carl Fairbanks
818397,3896,Alex Lewis
818397,28782,Davana Sealman
42194,10843,Steve Fox
397243,1248,Tommy Tilden
45772,5081,Juliet (voice)
45772,3895,Lord Redbrick (voice)
45772,477,Lady Montague (voice)
631842,543530,Leonard
631842,10989,Redmond
1979,56731,Sue Richards / Invisible Woman
1979,16828,Johnny Storm / Human Torch
13257,879,Jasper Woodcock
45269,1283,Queen Elizabeth
51052,2440,Grandsanta (voice)
51052,388,Santa (voice)
43539,934,John Brennan
43539,9281,Lara
43539,150,Mouss
43539,59315,Nicole
455476,10696,Guraad
376290,83002,Madeline Elizabeth Sloane
376290,72873,Pat Connors
366672,2231,Jimbo (voice)
366672,17835,Ika Chu (voice)
121856,16940,Alan Rikkin
121856,2039,Joseph Lynch
15092,976,Chev Chelios
97630,83002,Maya
97630,33192,Patrick - Squadron Team Leader
7326,27578,Juno MacGuff
7326,23532,Mark Loring
7326,18999,Mac MacGuff
361292,118545,Susie
361292,1137824,Sara
361292,56734,Patricia
57201,85,Tonto
57201,1283,Red Harrington
376659,18973,Amy Mitchell
376659,40462,Kiki
116977,5958,Sunshine Goodness (voice)
244506,37917,Amy Cole
568620,1372369,Scarlett
157353,85,Dr. Will Caster
157353,2037,Agent Donald Buchanan
157353,51072,Bree
86467,11288,Georges Duroy
86467,139,Madeleine Forestier
86467,6886,Clotilde de Marelle
820525,1753914,Tessa Young
540901,16866,Ramona Vega
540901,74688,Mercedes
1137350,1121,Zsa-zsa Korda
1137350,31,Leland
1137350,17419,Reagan
527641,1286328,Stella Grant
426543,116,Sugar Plum Fairy
426543,15735,Mother Ginger
426543,192,Drosselmeyer
13809,17276,One-Two
13809,17605,Mumbles
13809,2524,Handsome Bob
32395,517,Allen Brewer
32395,27428,Bennett Brewer
13523,11006,Rex Lafferty
13523,13922,Ezekiel
521029,1172108,Judy Warren
521029,21657,Lorraine Warren
154400,2524,Bob
154400,4691,Cousin Marv
13836,18918,Jack Bruno
13836,8785,Burke
19959,62,Tom Greer
19959,10882,Maggie Greer
19959,113676,JJ the Blonde
592695,1908347,Joy
592695,1903886,Ava
592695,125350,Ashley
460885,2963,Red Miller
632357,47296,Gerry Fenn
632357,221944,Natalie Gates
256924,1158,Danny Collins
560016,76788,Kid
193893,19961,Josie
193893,19655,Mossi
50348,10297,Mickey Haller
50348,11864,Louis Roulet
50348,3905,Frank Levin
50348,3141,Maggie McPherson
50348,6164,Ted Minton
50348,5723,Val Valenzuela
896536,5293,Maxim
896536,1442069,Petro
503736,543530,Scott Ward
503736,989325,Kate Ward
503736,16808,Ludwig Dieter
11665,4495,Maxwell Smart
11665,1813,Agent 99
11665,18918,Agent 23
738652,17276,Bob Viddick
227973,1393177,Charlie Brown (voice)
81005,3292,Jack
81005,3061,Elmont
81005,2283,Roderick
81005,6972,King Brahmwell
81005,2440,General Fallon
458305,44735,Tom
51540,23532,Nick Hendricks
51540,95101,Dale Arbus
51540,4491,Julia Harris
51540,72466,Bobby Pellitt
77016,131,Brian Taylor
77016,454,Mike Zavala
77016,84223,Janet Taylor
77016,35029,Van Hauser
72197,3136,Cutlass Liz (voice)
13532,40462,Zoe
1062807,221773,Yor Forger (voice)
385103,13240,Blue Falcon (voice)
385103,71070,Daphne Blake (voice)
388,5292,Keith Frazier
388,1038,Madeleine White
388,5293,John Darius
192141,887,Jack Dwyer
192141,25703,Annie Dwyer
192141,517,Hammond
8321,72466,Ray
8321,2039,Ken
8321,5469,Harry
13179,140,Silvermist (voice)
429422,2524,Al Capone
429422,1817,Mae Capone
72331,17628,Mary Todd Lincoln
440471,16483,Ray Breslin
440471,543530,Trent DeRosa
440471,109434,Shu Ren
270487,16851,Eddie Mannix
270487,1461,Baird Whitlock
270487,5469,Laurence Laurentz
270487,1245,DeeAnna Moran
4538,887,Francis
4538,3490,Peter
4538,17881,Jack
1164,287,Richard Jones
1164,112,Susan Jones
443791,37917,Norah Price
817758,112,Lydia Tár
49849,8784,Jake Lonergan
49849,3,Woodrow Dolarhyde
49849,59315,Ella Swenson
49849,6807,Doc
338952,998225,Queenie Goldstein
338952,85,Grindelwald
752564,16927,Jules Maigret
13885,85,Sweeney Todd
13885,1283,Mrs. Lovett
13885,83356,Anthony
480414,1817,Anna Tate-Garcia
491283,1498158,Rosalyn Wilder
522212,135651,Bryan Stevenson
522212,134,Walter McMillian
257445,70851,R.L. Stine
257445,1121786,Hannah Fairchild
586101,11661,Zu
109091,955,Laura
109091,6941,Malkina
109091,287,Westray
1452,7517,Lois Lane
1452,11006,Richard White
87818,6968,"Davis (segment ""The Catch"")"
87818,204,"Beth (segment ""The Catch"")"
644495,1158,Aldo Gucci
644495,16940,Rodolfo Gucci
16995,934,Cal McAffrey
16995,880,Stephen Collins
16995,53714,Della Frye
16995,15735,Cameron Lynne
16995,23532,Dominic Foy
41402,56734,Abby
8247,2231,Roland
8247,2882,Mary Rice
811941,89153,Singappa
62214,11514,Mrs. Frankenstein / Weird Girl / Gym Teacher (voice)
62214,1920,Elsa Van Helsing (voice)
13197,11006,Tommy
13197,1771,Joey
13197,15555,Brandy
1246,16483,Robert 'Rocky' Balboa
758323,934,Father Gabriele Amorth
60747,74568,Jed Eckert
60747,27972,Robert Kitner
62764,1204,Evil Queen
447665,38559,Thomas Moore
447665,15111,Master Durand
9029,6941,Joy McNally
9029,25703,Tipper
404733,224513,Stephanie
8456,55085,Baja Miller
8456,55089,Max Cooperman
4942,1461,Jimmy 'Dodge' Connelly
4942,17697,Carter Rutherford
72387,976,Luke Wright
5174,18897,Yan Naing Lee
5174,66,James Carter
5174,2245,George
5174,3556,Det. Revi
4258,58691,Barbara
130150,204,Adele
130150,16851,Frank
130150,2219,Adult Henry
296099,74568,Stone Crandall
296099,41087,Audrey Griswold
9959,2231,Lorenzo Council
9959,1231,Brenda Martin
648579,2963,Nick Cage / Nicky
648579,1253360,Javi Gutierrez
498402,62531,Aline Dieu
1991,6856,Stuntman Mike
55846,976,Tom Brant
55846,49735,Barry Weiss
9543,131,Prince Dastan
9543,59620,Tamina
9543,2282,Nizam
9543,658,Sheik Amar
353575,57755,Lyndon B. Johnson
353575,10431,Lady Bird Johnson
64685,31,Thomas Schell
64685,18277,Linda Schell
64685,19492,Abby Black
64685,1230,Stan the Doorman
64685,2954,William Black
87421,12835,Riddick
87421,543530,Diaz
4588,1337,Mr. Yee
49517,64,George Smiley
49517,2524,Ricki Tarr
1094274,1274508,Eli
1094274,29783,Fred Durst
57165,65731,Perseus
57165,3896,Zeus
57165,5469,Hades
57165,10882,Andromeda
